Data.Precipitation,Date.Full,Month,Day,Year,Station.City,Station.Code,Station.Location,Station.State,Temp,Data.Wind.Direction,Data.Wind.Speed
0.2,03-07-2016,7,3,2016,Yakutat,YAK,"Yakutat, AK",Alaska,56,18,1.03
0.24,03-07-2016,7,3,2016,Douglas Bisbee,DUG,"Douglas Bisbee, AZ",Arizona,76,25,2.56
0.32,03-07-2016,7,3,2016,Kingman,IGM,"Kingman, AZ",Arizona,80,22,5.26
0,03-07-2016,7,3,2016,Phoenix,PHX,"Phoenix, AZ",Arizona,92,15,5.1
0.83,03-07-2016,7,3,2016,Tucson,TUS,"Tucson, AZ",Arizona,84,23,2.3
0.27,03-07-2016,7,3,2016,Winslow,INW,"Winslow, AZ",Arizona,73,20,5.23
1.14,03-07-2016,7,3,2016,Fort Smith,FSM,"Fort Smith, AR",Arkansas,84,12,3.16
0.86,03-07-2016,7,3,2016,Harrison,HRO,"Harrison, AR",Arkansas,78,14,3.26
0,03-07-2016,7,3,2016,North Little Rock,LZK,"North Little Rock, AR",Arkansas,84,0,0
0,03-07-2016,7,3,2016,Bakersfield,BFL,"Bakersfield, CA",California,89,32,7
0,03-07-2016,7,3,2016,Bishop,BIH,"Bishop, CA",California,78,22,4.33
0,03-07-2016,7,3,2016,China Lake,NID,"China Lake, CA",California,88,16,8.06
0,03-07-2016,7,3,2016,Concord,CCR,"Concord, CA",California,73,27,7.4
0,03-07-2016,7,3,2016,Eureka,EKA,"Eureka, CA",California,56,0,0
0,03-07-2016,7,3,2016,Fresno,FAT,"Fresno, CA",California,86,30,5.26
0,03-07-2016,7,3,2016,Hayward,HWD,"Hayward, CA",California,66,31,7.36
0,03-07-2016,7,3,2016,Long Beach,LGB,"Long Beach, CA",California,69,19,3.96
0,03-07-2016,7,3,2016,Los Angeles,LAX,"Los Angeles, CA",California,69,24,5.33
0,03-07-2016,7,3,2016,Red Bluff,RBL,"Red Bluff, CA",California,85,15,5.03
0,03-07-2016,7,3,2016,Redding,RDD,"Redding, CA",California,87,12,2.63
0,03-07-2016,7,3,2016,Sacramento,SAC,"Sacramento, CA",California,75,20,7.86
0,03-07-2016,7,3,2016,Salinas,SNS,"Salinas, CA",California,59,29,7.73
0,03-07-2016,7,3,2016,San Diego,SAN,"San Diego, CA",California,67,24,4.93
0,03-07-2016,7,3,2016,San Francisco,SFO,"San Francisco, CA",California,63,32,7.66
0,03-07-2016,7,3,2016,Sandberg,SDB,"Sandberg, CA",California,77,18,11.03
0,03-07-2016,7,3,2016,Santa Barbara,SBA,"Santa Barbara, CA",California,65,23,3.53
0,03-07-2016,7,3,2016,Santa Maria,SMX,"Santa Maria, CA",California,64,31,4.53
0,03-07-2016,7,3,2016,Stockton,SCK,"Stockton, CA",California,79,30,6.96
0.29,03-07-2016,7,3,2016,Alamosa,ALS,"Alamosa, CO",Colorado,63,29,2.8
0.23,03-07-2016,7,3,2016,Colorado Springs,COS,"Colorado Springs, CO",Colorado,69,26,4.63
0.15,03-07-2016,7,3,2016,Craig,CAG,"Craig, CO",Colorado,67,17,1.7
0.76,03-07-2016,7,3,2016,Denver,DEN,"Denver, CO",Colorado,70,21,3.7
0.22,03-07-2016,7,3,2016,Grand Junction,GJT,"Grand Junction, CO",Colorado,70,13,3.23
0.11,03-07-2016,7,3,2016,Pueblo,PUB,"Pueblo, CO",Colorado,74,22,2.06
0.1,03-07-2016,7,3,2016,Bridgeport,BDR,"Bridgeport, CT",Connecticut,73,23,6.46
0.34,03-07-2016,7,3,2016,Windsor Locks,BDL,"Windsor Locks, CT",Connecticut,71,24,7.7
0,03-07-2016,7,3,2016,Newark,NWK,"Newark, DE",DE,72,24,6.53
0,03-07-2016,7,3,2016,Wilmington,ILG,"Wilmington, DE",Delaware,72,24,6.53
0.18,03-07-2016,7,3,2016,Daytona Beach,DAB,"Daytona Beach, FL",Florida,83,20,3.36
0.3,03-07-2016,7,3,2016,Fort Lauderdale,FLL,"Fort Lauderdale, FL",Florida,84,15,5.6
0.59,03-07-2016,7,3,2016,Gainesville,GNV,"Gainesville, FL",Florida,81,22,5.16
1.08,03-07-2016,7,3,2016,Jacksonville,JAX,"Jacksonville, FL",Florida,82,21,5.56
0.28,03-07-2016,7,3,2016,Key West,EYW,"Key West, FL",Florida,86,14,6.03
1.31,03-07-2016,7,3,2016,Miami,MIA,"Miami, FL",Florida,83,14,3.56
0.83,03-07-2016,7,3,2016,Orlando,MCO,"Orlando, FL",Florida,83,19,2.56
0.25,03-07-2016,7,3,2016,Pensacola,PNS,"Pensacola, FL",Florida,85,22,5.33
2.76,03-07-2016,7,3,2016,Tallahassee,TLH,"Tallahassee, FL",Florida,83,19,2.33
0.3,03-07-2016,7,3,2016,Tampa,TPA,"Tampa, FL",Florida,85,21,3.33
0.01,03-07-2016,7,3,2016,Vero Beach,VRB,"Vero Beach, FL",Florida,83,16,5.03
0.04,03-07-2016,7,3,2016,West Palm Beach,PBI,"West Palm Beach, FL",Florida,85,15,5.4
0.02,03-07-2016,7,3,2016,Alma,AMG,"Alma, GA",Georgia,84,19,3.76
0,03-07-2016,7,3,2016,Athens,AHN,"Athens, GA",Georgia,83,22,0.56
0,03-07-2016,7,3,2016,Atlanta,ATL,"Atlanta, GA",Georgia,85,26,4.16
0,03-07-2016,7,3,2016,Augusta,AGS,"Augusta, GA",Georgia,84,18,4.03
0,03-07-2016,7,3,2016,Macon,MCN,"Macon, GA",Georgia,86,24,3.76
0,03-07-2016,7,3,2016,Savannah,SAV,"Savannah, GA",Georgia,85,20,6.4
0.5,03-07-2016,7,3,2016,Hilo,ITO,"Hilo, HI",Hawaii,79,22,3.63
0.01,03-07-2016,7,3,2016,Honolulu,HNL,"Honolulu, HI",Hawaii,82,5,15.2
0.15,03-07-2016,7,3,2016,Kahului,OGG,"Kahului, HI",Hawaii,80,5,16.2
0.11,03-07-2016,7,3,2016,Kaunakakai,MKK,"Kaunakakai, HI",Hawaii,78,4,14.76
0.18,03-07-2016,7,3,2016,Lihue,LIH,"Lihue, HI",Hawaii,78,4,18.63
0,03-07-2016,7,3,2016,Boise,BOI,"Boise, ID",Idaho,79,30,4.13
0,03-07-2016,7,3,2016,Lewiston,LWS,"Lewiston, ID",Idaho,75,23,4.43
0,03-07-2016,7,3,2016,Pocatello,PIH,"Pocatello, ID",Idaho,71,17,6.1
0,03-07-2016,7,3,2016,Chicago,ORD,"Chicago, IL",Illinois,65,8,5.86
0,03-07-2016,7,3,2016,Moline,MLI,"Moline, IL",Illinois,65,8,6.43
0.1,03-07-2016,7,3,2016,Peoria,PIA,"Peoria, IL",Illinois,65,7,5.36
0.64,03-07-2016,7,3,2016,Quincy,UIN,"Quincy, IL",Illinois,65,7,8.33
0,03-07-2016,7,3,2016,Rockford,RFD,"Rockford, IL",Illinois,67,23,5.5
0.75,03-07-2016,7,3,2016,Springfield,SPI,"Springfield, IL",Illinois,66,18,6.7
1.52,03-07-2016,7,3,2016,Evansville,EVV,"Evansville, IN",Indiana,74,14,4.76
0.05,03-07-2016,7,3,2016,Fort Wayne,FWA,"Fort Wayne, IN",Indiana,64,14,4.9
0.78,03-07-2016,7,3,2016,Indianapolis,IND,"Indianapolis, IN",Indiana,66,15,6.13
0.01,03-07-2016,7,3,2016,South Bend,SBN,"South Bend, IN",Indiana,62,27,6.43
0,03-07-2016,7,3,2016,Cedar Rapids,CID,"Cedar Rapids, IA",Iowa,64,8,5.26
0.02,03-07-2016,7,3,2016,Des Moines,DSM,"Des Moines, IA",Iowa,67,9,7.13
0,03-07-2016,7,3,2016,Dubuque,DBQ,"Dubuque, IA",Iowa,64,10,6.3
0.01,03-07-2016,7,3,2016,Sioux City,SUX,"Sioux City, IA",Iowa,67,12,5.96
0,03-07-2016,7,3,2016,Waterloo,ALO,"Waterloo, IA",Iowa,64,20,5.96
0.83,03-07-2016,7,3,2016,Concordia,CNK,"Concordia, KS",Kansas,69,8,7.23
3.38,03-07-2016,7,3,2016,Dodge City,DDC,"Dodge City, KS",Kansas,74,10,5.9
0.41,03-07-2016,7,3,2016,Goodland,GLD,"Goodland, KS",Kansas,71,12,4.8
0.11,03-07-2016,7,3,2016,Medicine Lodge,P28,"Medicine Lodge, KS",Kansas,77,9,3.6
1.82,03-07-2016,7,3,2016,Topeka,TOP,"Topeka, KS",Kansas,71,7,6.3
7.47,03-07-2016,7,3,2016,Wichita,ICT,"Wichita, KS",Kansas,78,8,5.7
0.45,03-07-2016,7,3,2016,Covington,CVG,"Covington, KY",Kentucky,69,14,4.93
0,03-07-2016,7,3,2016,Jackson,JKL,"Jackson, KY",Kentucky,72,25,0.26
0.39,03-07-2016,7,3,2016,Lexington,LEX,"Lexington, KY",Kentucky,72,14,4.6
0.61,03-07-2016,7,3,2016,Louisville,SDF,"Louisville, KY",Kentucky,74,25,4.03
0.73,03-07-2016,7,3,2016,Paducah,PAH,"Paducah, KY",Kentucky,75,18,3.8
0,03-07-2016,7,3,2016,Baton Rouge,BTR,"Baton Rouge, LA",Louisiana,85,16,3.13
0.18,03-07-2016,7,3,2016,Lake Charles,LCH,"Lake Charles, LA",Louisiana,85,21,3.56
0.14,03-07-2016,7,3,2016,New Orleans,MSY,"New Orleans, LA",Louisiana,88,24,3.06
0,03-07-2016,7,3,2016,Shreveport,SHV,"Shreveport, LA",Louisiana,84,19,6.53
0.58,03-07-2016,7,3,2016,Slidell,ASD,"Slidell, LA",Louisiana,82,15,1.67
0.92,03-07-2016,7,3,2016,Bangor,BGR,"Bangor, ME",Maine,70,23,7.43
0.55,03-07-2016,7,3,2016,Caribou,CAR,"Caribou, ME",Maine,64,21,7.1
0.07,03-07-2016,7,3,2016,Portland,PWM,"Portland, ME",Maine,68,23,8.43
0.69,03-07-2016,7,3,2016,Baltimore,BWI,"Baltimore, MD",Maryland,72,23,3.7
0.17,03-07-2016,7,3,2016,Salisbury,SBY,"Salisbury, MD",Maryland,71,19,3.93
0.2,03-07-2016,7,3,2016,Boston,BOS,"Boston, MA",Massachusetts,74,24,10.86
0,03-07-2016,7,3,2016,Milton,MQE,"Milton, MA",Massachusetts,60,24,11.3
0.13,03-07-2016,7,3,2016,Worcester,ORH,"Worcester, MA",Massachusetts,67,24,10.56
0.58,03-07-2016,7,3,2016,Alpena,APN,"Alpena, MI",Michigan,64,23,5.43
0.34,03-07-2016,7,3,2016,Detroit,DTW,"Detroit, MI",Michigan,67,23,4.9
0.43,03-07-2016,7,3,2016,Flint,FNT,"Flint, MI",Michigan,66,25,4.96
0.29,03-07-2016,7,3,2016,Grand Rapids,GRR,"Grand Rapids, MI",Michigan,67,24,6.1
0.61,03-07-2016,7,3,2016,Houghton Lake,HTL,"Houghton Lake, MI",Michigan,61,28,5.76
0.3,03-07-2016,7,3,2016,Lansing,LAN,"Lansing, MI",Michigan,64,24,4.56
0,03-07-2016,7,3,2016,Marquette,MQT,"Marquette, MI",Michigan,61,0,0
0.25,03-07-2016,7,3,2016,Muskegon,MKG,"Muskegon, MI",Michigan,62,28,5.6
0,03-07-2016,7,3,2016,Sault Ste Marie,ANJ,"Sault Ste Marie, MI",Michigan,62,29,6.83
0,03-07-2016,7,3,2016,Duluth,DLH,"Duluth, MN",Minnesota,62,24,3.63
0.01,03-07-2016,7,3,2016,International Falls,INL,"International Falls, MN",Minnesota,59,19,1.8
0,03-07-2016,7,3,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,68,11,4.73
0,03-07-2016,7,3,2016,Rochester,RST,"Rochester, MN",Minnesota,63,11,5.56
0,03-07-2016,7,3,2016,St Cloud,STC,"St Cloud, MN",Minnesota,64,13,2.96
0,03-07-2016,7,3,2016,Greenville,GLH,"Greenville, MS",Mississippi,84,24,4.96
0,03-07-2016,7,3,2016,Greenwood,GWO,"Greenwood, MS",Mississippi,82,24,2.86
0,03-07-2016,7,3,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,85,25,2.6
0,03-07-2016,7,3,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,84,13,2.13
0,03-07-2016,7,3,2016,Jackson,JAN,"Jackson, MS",Mississippi,84,27,3.23
0,03-07-2016,7,3,2016,Meridian,MEI,"Meridian, MS",Mississippi,84,31,2.83
0,03-07-2016,7,3,2016,Tupelo,TUP,"Tupelo, MS",Mississippi,82,26,2.96
1.17,03-07-2016,7,3,2016,Cape Girardeau,CGI,"Cape Girardeau, MO",Missouri,74,20,4.76
5.45,03-07-2016,7,3,2016,Columbia,COU,"Columbia, MO",Missouri,68,7,7.6
4.98,03-07-2016,7,3,2016,Kansas City,MCI,"Kansas City, MO",Missouri,69,7,8.46
2.2,03-07-2016,7,3,2016,Rolla/Vichy,VIH,"Rolla/Vichy, MO",Missouri,69,18,5.86
1.78,03-07-2016,7,3,2016,Springfield,SGF,"Springfield, MO",Missouri,75,12,6.83
1.43,03-07-2016,7,3,2016,St Joseph,STJ,"St Joseph, MO",Missouri,68,7,6.3
1.26,03-07-2016,7,3,2016,St Louis,STL,"St Louis, MO",Missouri,70,17,7.3
0.01,03-07-2016,7,3,2016,Billings,BIL,"Billings, MT",Montana,78,22,5.56
0,03-07-2016,7,3,2016,Butte,BTM,"Butte, MT",Montana,65,21,3.43
0,03-07-2016,7,3,2016,Cut Bank,CTB,"Cut Bank, MT",Montana,68,18,10.13
0.13,03-07-2016,7,3,2016,Dillon,DLN,"Dillon, MT",Montana,69,21,5.26
0.92,03-07-2016,7,3,2016,Glasgow,GGW,"Glasgow, MT",Montana,71,14,6.73
0,03-07-2016,7,3,2016,Great Falls,GTF,"Great Falls, MT",Montana,72,28,7.03
0.08,03-07-2016,7,3,2016,Havre,HVR,"Havre, MT",Montana,72,22,7.26
0,03-07-2016,7,3,2016,Helena,HLN,"Helena, MT",Montana,76,29,5.8
0,03-07-2016,7,3,2016,Kalispell,GPI,"Kalispell, MT",Montana,66,19,5.46
0.12,03-07-2016,7,3,2016,Miles City,MLS,"Miles City, MT",Montana,80,17,7.23
0,03-07-2016,7,3,2016,Missoula,MSO,"Missoula, MT",Montana,71,29,3.73
0.72,03-07-2016,7,3,2016,Grand Island,GRI,"Grand Island, NE",Nebraska,63,9,8.63
0.88,03-07-2016,7,3,2016,Lincoln,LNK,"Lincoln, NE",Nebraska,67,8,7.73
1.1,03-07-2016,7,3,2016,Norfolk,OFK,"Norfolk, NE",Nebraska,63,11,6.66
0.34,03-07-2016,7,3,2016,North Platte,LBF,"North Platte, NE",Nebraska,64,10,7.2
1.23,03-07-2016,7,3,2016,Omaha,OMA,"Omaha, NE",Nebraska,66,9,7
0.07,03-07-2016,7,3,2016,Scottsbluff,BFF,"Scottsbluff, NE",Nebraska,70,12,7.13
0.04,03-07-2016,7,3,2016,Sidney,SNY,"Sidney, NE",Nebraska,69,13,7.33
0.55,03-07-2016,7,3,2016,Valentine,VTN,"Valentine, NE",Nebraska,64,14,9.13
0.05,03-07-2016,7,3,2016,Ely,ELY,"Ely, NV",Nevada,65,18,4.5
0,03-07-2016,7,3,2016,Eureka,P68,"Eureka, NV",Nevada,69,21,4.9
0.17,03-07-2016,7,3,2016,Las Vegas,LAS,"Las Vegas, NV",Nevada,87,23,2.63
0.49,03-07-2016,7,3,2016,Mercury,DRA,"Mercury, NV",Nevada,81,16,4.4
0,03-07-2016,7,3,2016,Reno,RNO,"Reno, NV",Nevada,80,28,6.13
0,03-07-2016,7,3,2016,Winnemucca,WMC,"Winnemucca, NV",Nevada,77,14,5.13
0.38,03-07-2016,7,3,2016,Concord,CON,"Concord, NH",New Hampshire,66,25,5.86
0,03-07-2016,7,3,2016,Mt. Washington,MWN,"Mt. Washington, NH",New Hampshire,60,26,39.36
0.87,03-07-2016,7,3,2016,Atlantic City,ACY,"Atlantic City, NJ",New Jersey,72,23,5.3
0.2,03-07-2016,7,3,2016,Newark,EWR,"Newark, NJ",New Jersey,73,23,7.16
0.02,03-07-2016,7,3,2016,Albuquerque,ABQ,"Albuquerque, NM",New Mexico,75,26,6.53
0.17,03-07-2016,7,3,2016,Clayton,CAO,"Clayton, NM",New Mexico,75,24,3.4
0,03-07-2016,7,3,2016,Roswell,ROW,"Roswell, NM",New Mexico,86,26,7.86
1.37,03-07-2016,7,3,2016,Albany,ALB,"Albany, NY",New York,68,25,7.9
0.1,03-07-2016,7,3,2016,Binghamton,BGM,"Binghamton, NY",New York,64,26,6.66
0,03-07-2016,7,3,2016,Buffalo,BUF,"Buffalo, NY",New York,66,24,10.06
0.64,03-07-2016,7,3,2016,Glens Falls,GFL,"Glens Falls, NY",New York,66,23,4.7
0.53,03-07-2016,7,3,2016,Islip,ISP,"Islip, NY",New York,71,23,7.56
0.28,03-07-2016,7,3,2016,New York,LGA,"New York, NY",New York,75,23,8.73
0.1,03-07-2016,7,3,2016,Rochester,ROC,"Rochester, NY",New York,68,26,8.56
0,03-07-2016,7,3,2016,Syracuse,SYR,"Syracuse, NY",New York,68,26,8.86
0.43,03-07-2016,7,3,2016,Asheville,AVL,"Asheville, NC",North Carolina,76,23,1.33
0.03,03-07-2016,7,3,2016,Cape Hatteras,HSE,"Cape Hatteras, NC",North Carolina,80,23,4.83
0,03-07-2016,7,3,2016,Charlotte,CLT,"Charlotte, NC",North Carolina,81,14,3.66
1.54,03-07-2016,7,3,2016,Greensboro,GSO,"Greensboro, NC",North Carolina,77,14,4.4
1.87,03-07-2016,7,3,2016,Hickory,HKY,"Hickory, NC",North Carolina,79,10,2.16
3.14,03-07-2016,7,3,2016,Raleigh/Durham,RDU,"Raleigh/Durham, NC",North Carolina,78,12,3.86
0.6,03-07-2016,7,3,2016,Wilmington,ILM,"Wilmington, NC",North Carolina,81,19,5.03
0.44,03-07-2016,7,3,2016,Bismarck,BIS,"Bismarck, ND",North Dakota,65,14,9.46
0,03-07-2016,7,3,2016,Dickinson,DIK,"Dickinson, ND",North Dakota,69,16,12.86
0,03-07-2016,7,3,2016,Fargo,FAR,"Fargo, ND",North Dakota,68,13,7.26
0.04,03-07-2016,7,3,2016,Grand Forks,GFK,"Grand Forks, ND",North Dakota,64,15,5.63
0.29,03-07-2016,7,3,2016,Williston,ISN,"Williston, ND",North Dakota,74,15,6.06
0.07,03-07-2016,7,3,2016,Akron,CAK,"Akron, OH",Ohio,65,25,2.5
0.09,03-07-2016,7,3,2016,Cleveland,CLE,"Cleveland, OH",Ohio,68,21,2.96
0.14,03-07-2016,7,3,2016,Columbus,CMH,"Columbus, OH",Ohio,68,17,3.53
0.43,03-07-2016,7,3,2016,Dayton,DAY,"Dayton, OH",Ohio,65,15,5.33
0.07,03-07-2016,7,3,2016,Mansfield,MFD,"Mansfield, OH",Ohio,65,15,2.86
0.16,03-07-2016,7,3,2016,Toledo,TOL,"Toledo, OH",Ohio,66,25,2.86
0.13,03-07-2016,7,3,2016,Youngstown/Warren,YNG,"Youngstown/Warren, OH",Ohio,63,23,2.76
0.67,03-07-2016,7,3,2016,Gage,GAG,"Gage, OK",Oklahoma,78,10,8.16
0.03,03-07-2016,7,3,2016,Oklahoma City,OKC,"Oklahoma City, OK",Oklahoma,82,16,7.36
1.78,03-07-2016,7,3,2016,Ponca City,PNC,"Ponca City, OK",Oklahoma,79,12,4.5
0.62,03-07-2016,7,3,2016,Tulsa,TUL,"Tulsa, OK",Oklahoma,82,23,6.43
0.07,03-07-2016,7,3,2016,Astoria,AST,"Astoria, OR",Oregon,62,30,7.56
0,03-07-2016,7,3,2016,Burns,BNO,"Burns, OR",Oregon,68,26,6.13
0,03-07-2016,7,3,2016,Eugene,EUG,"Eugene, OR",Oregon,68,1,6.83
0,03-07-2016,7,3,2016,Medford,MFR,"Medford, OR",Oregon,77,33,3.73
0,03-07-2016,7,3,2016,Pendleton,PDT,"Pendleton, OR",Oregon,73,27,9.13
0,03-07-2016,7,3,2016,Portland,PDX,"Portland, OR",Oregon,69,31,6.16
0,03-07-2016,7,3,2016,Redmond,RDM,"Redmond, OR",Oregon,67,32,4.43
0,03-07-2016,7,3,2016,Salem,SLE,"Salem, OR",Oregon,69,22,5.73
0.01,03-07-2016,7,3,2016,Allentown,ABE,"Allentown, PA",Pennsylvania,70,25,4.7
0.1,03-07-2016,7,3,2016,Erie,ERI,"Erie, PA",Pennsylvania,66,25,5
0,03-07-2016,7,3,2016,Harrisburg,MDT,"Harrisburg, PA",Pennsylvania,72,26,4.1
0,03-07-2016,7,3,2016,Philadelphia,PHL,"Philadelphia, PA",Pennsylvania,75,24,7.66
0.13,03-07-2016,7,3,2016,Pittsburgh,PIT,"Pittsburgh, PA",Pennsylvania,66,22,2.73
0.14,03-07-2016,7,3,2016,Wilkes-Barre/Scranton,AVP,"Wilkes-Barre/Scranton, PA",Pennsylvania,68,24,4.1
0.04,03-07-2016,7,3,2016,Williamsport,IPT,"Williamsport, PA",Pennsylvania,69,24,5.2
0.9,03-07-2016,7,3,2016,San Juan,SJU,"San Juan, PR",Puerto Rico,81,9,8.76
0.32,03-07-2016,7,3,2016,Providence,PVD,"Providence, RI",Rhode Island,72,24,9.33
0,03-07-2016,7,3,2016,Anderson,AND,"Anderson, SC",South Carolina,83,23,3.33
0,03-07-2016,7,3,2016,Charleston,CHS,"Charleston, SC",South Carolina,85,20,6.16
0.05,03-07-2016,7,3,2016,Columbia,CAE,"Columbia, SC",South Carolina,87,20,3.53
0,03-07-2016,7,3,2016,Greer,GSP,"Greer, SC",South Carolina,83,29,2.16
0,03-07-2016,7,3,2016,Aberdeen,ABR,"Aberdeen, SD",South Dakota,65,16,7.06
0,03-07-2016,7,3,2016,Huron,HON,"Huron, SD",South Dakota,64,16,6.7
0,03-07-2016,7,3,2016,Pierre,PIR,"Pierre, SD",South Dakota,66,14,11.36
1.03,03-07-2016,7,3,2016,Rapid City,RAP,"Rapid City, SD",South Dakota,65,16,8.7
0,03-07-2016,7,3,2016,Sioux Falls,FSD,"Sioux Falls, SD",South Dakota,64,14,6.86
0.16,03-07-2016,7,3,2016,Bristol/Jhnsn Cty/Kngsprt,TRI,"Bristol/Jhnsn Cty/Kngsprt, TN",Tennessee,78,28,2.2
0,03-07-2016,7,3,2016,Chattanooga,CHA,"Chattanooga, TN",Tennessee,82,27,3.03
0.33,03-07-2016,7,3,2016,Clarksville,CKV,"Clarksville, TN",Tennessee,77,18,4.06
1.07,03-07-2016,7,3,2016,Crossville,CSV,"Crossville, TN",Tennessee,73,25,2.6
0.02,03-07-2016,7,3,2016,Knoxville,TYS,"Knoxville, TN",Tennessee,80,29,2.06
0,03-07-2016,7,3,2016,Memphis,MEM,"Memphis, TN",Tennessee,86,22,5.26
0.01,03-07-2016,7,3,2016,Nashville,BNA,"Nashville, TN",Tennessee,80,16,3.43
0.05,03-07-2016,7,3,2016,Oak Ridge,OQT,"Oak Ridge, TN",Tennessee,80,23,0.6
0,03-07-2016,7,3,2016,Abilene,ABI,"Abilene, TX",Texas,86,17,10.86
0.01,03-07-2016,7,3,2016,Amarillo,AMA,"Amarillo, TX",Texas,81,11,11.03
0,03-07-2016,7,3,2016,Austin/Bergstrom,AUS,"Austin/Bergstrom, TX",Texas,85,17,9.8
0,03-07-2016,7,3,2016,Austin/City,ATT,"Austin/City, TX",Texas,86,16,4.4
0.14,03-07-2016,7,3,2016,Beaumont/Port Arthur,BPT,"Beaumont/Port Arthur, TX",Texas,85,19,4.83
0,03-07-2016,7,3,2016,Brownsville,BRO,"Brownsville, TX",Texas,88,15,15.46
0.31,03-07-2016,7,3,2016,Childress,CDS,"Childress, TX",Texas,85,23,7.26
0,03-07-2016,7,3,2016,College Station,CLL,"College Station, TX",Texas,85,16,8.46
0,03-07-2016,7,3,2016,Corpus Christi,CRP,"Corpus Christi, TX",Texas,86,16,13
0.29,03-07-2016,7,3,2016,Dalhart,DHT,"Dalhart, TX",Texas,79,13,6.06
0.05,03-07-2016,7,3,2016,Dallas,DAL,"Dallas, TX",Texas,88,17,11.33
0.08,03-07-2016,7,3,2016,Dallas-Fort Worth,DFW,"Dallas-Fort Worth, TX",Texas,88,17,12.1
0,03-07-2016,7,3,2016,Del Rio,DRT,"Del Rio, TX",Texas,90,12,10
0,03-07-2016,7,3,2016,El Paso,ELP,"El Paso, TX",Texas,83,25,8.4
0.02,03-07-2016,7,3,2016,Fort Worth,FTW,"Fort Worth, TX",Texas,89,16,11.33
0,03-07-2016,7,3,2016,Galveston,GLS,"Galveston, TX",Texas,85,17,10.96
0,03-07-2016,7,3,2016,Houston,HOU,"Houston, TX",Texas,86,17,6.46
0,03-07-2016,7,3,2016,Lubbock,LBB,"Lubbock, TX",Texas,84,23,10.03
0,03-07-2016,7,3,2016,Midland,MAF,"Midland, TX",Texas,87,19,10.56
0,03-07-2016,7,3,2016,San Angelo,SJT,"San Angelo, TX",Texas,87,19,11.05
0,03-07-2016,7,3,2016,San Antonio,SAT,"San Antonio, TX",Texas,86,14,11.43
0,03-07-2016,7,3,2016,Victoria,VCT,"Victoria, TX",Texas,84,15,8.93
0,03-07-2016,7,3,2016,Waco,ACT,"Waco, TX",Texas,86,16,12.36
0.1,03-07-2016,7,3,2016,Wichita Falls,SPS,"Wichita Falls, TX",Texas,86,17,10.86
0,03-07-2016,7,3,2016,Salt Lake City,SLC,"Salt Lake City, UT",Utah,82,16,5.76
1.09,03-07-2016,7,3,2016,Blacksburg,BCB,"Blacksburg, VA",VA,74,16,3.26
0.16,03-07-2016,7,3,2016,Burlington,BTV,"Burlington, VT",Vermont,67,23,5.9
0.17,03-07-2016,7,3,2016,Lynchburg,LYH,"Lynchburg, VA",Virginia,71,11,2.96
1.38,03-07-2016,7,3,2016,Norfolk,ORF,"Norfolk, VA",Virginia,76,9,6.06
0.36,03-07-2016,7,3,2016,Richmond,RIC,"Richmond, VA",Virginia,72,8,4.06
1.09,03-07-2016,7,3,2016,Roanoke,ROA,"Roanoke, VA",Virginia,74,16,3.26
1.09,03-07-2016,7,3,2016,Wallops Island,WAL,"Wallops Island, VA",Virginia,74,21,5.93
0.31,03-07-2016,7,3,2016,Washington,DCA,"Washington, VA",Virginia,74,23,5.93
0,03-07-2016,7,3,2016,Deer Park,DEW,"Deer Park, WA",Washington,67,20,7.23
0,03-07-2016,7,3,2016,Ephrata,EPH,"Ephrata, WA",Washington,76,28,9.56
0,03-07-2016,7,3,2016,Olympia,OLM,"Olympia, WA",Washington,63,27,3.83
0.16,03-07-2016,7,3,2016,Quillayute,UIL,"Quillayute, WA",Washington,58,25,3.83
0,03-07-2016,7,3,2016,Seattle,SEA,"Seattle, WA",Washington,65,24,2.33
0,03-07-2016,7,3,2016,Spokane,GEG,"Spokane, WA",Washington,70,21,10.9
0,03-07-2016,7,3,2016,Yakima,YKM,"Yakima, WA",Washington,76,33,7.56
0,03-07-2016,7,3,2016,Beckley,BKW,"Beckley, WV",West Virginia,69,24,2.53
0.09,03-07-2016,7,3,2016,Charleston,CRW,"Charleston, WV",West Virginia,71,12,2
0.1,03-07-2016,7,3,2016,Elkins,EKN,"Elkins, WV",West Virginia,67,28,1.73
0.07,03-07-2016,7,3,2016,Huntington,HTS,"Huntington, WV",West Virginia,70,11,2.86
0,03-07-2016,7,3,2016,Green Bay,GRB,"Green Bay, WI",Wisconsin,65,23,4.16
0,03-07-2016,7,3,2016,La Crosse,LSE,"La Crosse, WI",Wisconsin,67,21,5.26
0,03-07-2016,7,3,2016,Madison,MSN,"Madison, WI",Wisconsin,64,11,4.93
0,03-07-2016,7,3,2016,Milwaukee,MKE,"Milwaukee, WI",Wisconsin,65,9,4.56
0.01,03-07-2016,7,3,2016,Casper,CPR,"Casper, WY",Wyoming,70,27,4.86
0.45,03-07-2016,7,3,2016,Cheyenne,CYS,"Cheyenne, WY",Wyoming,67,27,7.3
0,03-07-2016,7,3,2016,Lander,LND,"Lander, WY",Wyoming,68,25,3.3
